"Exp","Site","Hole","Core","Type","Sect","A/W","Top depth CSF-A (m)","Bottom depth CSF-A (m)","Top depth CSF-B (m)","Bottom depth CSF-B (m)","Display status (T/F)","Uncropped image (JPG) link","Uncropped image filename","Cropped image (JPG) link","Cropped image filename","Timestamp (UTC)","Instrument","Instrument group","Text ID","Test No.","Sample comments","Test comments","Result comments"
"318","U1356","A","84","R","1","A","795.100","796.490","795.100","796.490","T","6044461","318-U1356A-84R-1-A_SHLF2096741_20100130001237.jpg","6044481","318-U1356A-84R-1-A_SHLF2096741_20100130001237_trim.jpg","2010-01-30 06:20:58","JAICV107CL","SHIL","SHLF2096741","16681021","","",""
"318","U1356","A","84","R","2","A","796.490","798.000","796.490","798.000","T","6044641","318-U1356A-84R-2-A_SHLF2096771_20100130002336.jpg","6044661","318-U1356A-84R-2-A_SHLF2096771_20100130002336_trim.jpg","2010-01-30 06:26:51","JAICV107CL","SHIL","SHLF2096771","16681151","","",""
"318","U1356","A","84","R","3","A","798.000","799.490","798.000","799.490","T","6044781","318-U1356A-84R-3-A_SHLF2096801_20100130003905.jpg","6044801","318-U1356A-84R-3-A_SHLF2096801_20100130003905_trim.jpg","2010-01-30 06:42:04","JAICV107CL","SHIL","SHLF2096801","16681231","","",""
"318","U1356","A","84","R","4","A","799.490","800.990","799.490","800.990","T","6046161","318-U1356A-84R-4-A_SHLF2096831_20100130005116.jpg","6046181","318-U1356A-84R-4-A_SHLF2096831_20100130005116_trim.jpg","2010-01-30 07:02:19","JAICV107CL","SHIL","SHLF2096831","16683341","","",""
"318","U1356","A","84","R","5","A","800.990","802.470","800.990","802.470","T","6046321","318-U1356A-84R-5-A_SHLF2096861_20100130010605.jpg","6046341","318-U1356A-84R-5-A_SHLF2096861_20100130010605_trim.jpg","2010-01-30 07:12:25","JAICV107CL","SHIL","SHLF2096861","16683461","","",""
"318","U1356","A","84","R","6","A","802.470","803.580","802.470","803.580","T","6046461","318-U1356A-84R-6-A_SHLF2096891_20100130011619.jpg","6046481","318-U1356A-84R-6-A_SHLF2096891_20100130011619_trim.jpg","2010-01-30 07:22:42","JAICV107CL","SHIL","SHLF2096891","16683631","","",""
"318","U1356","A","84","R","7","A","803.580","804.280","803.580","804.280","T","6046621","318-U1356A-84R-7-A_SHLF2096921_20100130012931.jpg","6046641","318-U1356A-84R-7-A_SHLF2096921_20100130012931_trim.jpg","2010-01-30 07:30:53","JAICV107CL","SHIL","SHLF2096921","16684151","","",""
"318","U1356","A","84","R","CC","A","804.280","804.430","804.280","804.430","T","6046761","318-U1356A-84R-CC-A_SHLF2096951_20100130013710.jpg","6046781","318-U1356A-84R-CC-A_SHLF2096951_20100130013710_trim.jpg","2010-01-30 07:41:04","JAICV107CL","SHIL","SHLF2096951","16685061","","",""
"318","U1356","A","85","R","1","A","804.700","805.980","804.700","805.980","T","6047641","318-U1356A-85R-1-A_SHLF2097271_20100130040012.jpg","6047661","318-U1356A-85R-1-A_SHLF2097271_20100130040012_trim.jpg","2010-01-30 10:06:15","JAICV107CL","SHIL","SHLF2097271","16689131","","",""
"318","U1356","A","85","R","2","A","805.980","806.990","805.980","806.990","T","6047801","318-U1356A-85R-2-A_SHLF2097301_20100130041201.jpg","6047821","318-U1356A-85R-2-A_SHLF2097301_20100130041201_trim.jpg","2010-01-30 10:16:24","JAICV107CL","SHIL","SHLF2097301","16689261","","",""
"318","U1356","A","85","R","3","A","806.990","808.490","806.990","808.490","T","6048301","318-U1356A-85R-3-A_SHLF2097331_20100130042008.jpg","6048341","318-U1356A-85R-3-A_SHLF2097331_20100130042008_trim.jpg","2010-01-30 10:26:36","JAICV107CL","SHIL","SHLF2097331","16689421","","",""
"318","U1356","A","85","R","4","A","808.490","809.990","808.490","809.990","T","6048961","318-U1356A-85R-4-A_SHLF2097361_20100130043401.jpg","6048981","318-U1356A-85R-4-A_SHLF2097361_20100130043401_trim.jpg","2010-01-30 10:37:14","JAICV107CL","SHIL","SHLF2097361","16689781","","",""
"318","U1356","A","85","R","5","A","809.990","811.120","809.990","811.120","T","6049101","318-U1356A-85R-5-A_SHLF2097391_20100130043944.jpg","6049121","318-U1356A-85R-5-A_SHLF2097391_20100130043944_trim.jpg","2010-01-30 10:42:25","JAICV107CL","SHIL","SHLF2097391","16689881","","",""
"318","U1356","A","85","R","CC","A","811.120","811.340","811.120","811.340","T","6049161","318-U1356A-85R-CC-A_SHLF2097421_20100130044340.jpg","6049181","318-U1356A-85R-CC-A_SHLF2097421_20100130044340_trim.jpg","2010-01-30 10:47:30","JAICV107CL","SHIL","SHLF2097421","16690741","","",""
"318","U1356","A","86","R","1","A","814.300","815.780","814.300","815.780","T","6050961","318-U1356A-86R-1-A_SHLF2097481_20100130084741.jpg","6050981","318-U1356A-86R-1-A_SHLF2097481_20100130084741_trim.jpg","2010-01-30 14:52:25","JAICV107CL","SHIL","SHLF2097481","16695461","","",""
"318","U1356","A","86","R","2","A","815.780","816.990","815.780","816.990","T","6051041","318-U1356A-86R-2-A_SHLF2097511_20100130085438.jpg","6051061","318-U1356A-86R-2-A_SHLF2097511_20100130085438_trim.jpg","2010-01-30 15:02:36","JAICV107CL","SHIL","SHLF2097511","16695501","","",""
"318","U1356","A","86","R","3","A","816.990","817.980","816.990","817.980","T","6051121","318-U1356A-86R-3-A_SHLF2097541_20100130090724.jpg","6051141","318-U1356A-86R-3-A_SHLF2097541_20100130090724_trim.jpg","2010-01-30 15:12:45","JAICV107CL","SHIL","SHLF2097541","16695561","","",""
"318","U1356","A","86","R","4","A","817.980","819.350","817.980","819.350","T","6051241","318-U1356A-86R-4-A_SHLF2097571_20100130091737.jpg","6051261","318-U1356A-86R-4-A_SHLF2097571_20100130091737_trim.jpg","2010-01-30 15:22:55","JAICV107CL","SHIL","SHLF2097571","16695961","","",""
"318","U1356","A","86","R","5","A","819.350","820.640","819.350","820.640","T","6051401","318-U1356A-86R-5-A_SHLF2097601_20100130092646.jpg","6051421","318-U1356A-86R-5-A_SHLF2097601_20100130092646_trim.jpg","2010-01-30 15:33:07","JAICV107CL","SHIL","SHLF2097601","16696991","","",""
"318","U1356","A","86","R","6","A","820.640","821.780","820.640","821.780","T","6051521","318-U1356A-86R-6-A_SHLF2097631_20100130093858.jpg","6051541","318-U1356A-86R-6-A_SHLF2097631_20100130093858_trim.jpg","2010-01-30 15:42:42","JAICV107CL","SHIL","SHLF2097631","16697141","","",""
"318","U1356","A","86","R","7","A","821.780","822.400","821.780","822.400","T","6051701","318-U1356A-86R-7-A_SHLF2097661_20100130094827.jpg","6051721","318-U1356A-86R-7-A_SHLF2097661_20100130094827_trim.jpg","2010-01-30 15:51:29","JAICV107CL","SHIL","SHLF2097661","16697571","","",""
"318","U1356","A","86","R","CC","A","822.400","822.540","822.400","822.540","T","6051861","318-U1356A-86R-CC-A_SHLF2097691_20100130095230.jpg","6051881","318-U1356A-86R-CC-A_SHLF2097691_20100130095230_trim.jpg","2010-01-30 15:56:33","JAICV107CL","SHIL","SHLF2097691","16697801","","",""
"318","U1356","A","87","R","1","A","823.900","825.410","823.900","825.410","T","6053821","318-U1356A-87R-1-A_SHLF2097921_20100130114535.jpg","6053841","318-U1356A-87R-1-A_SHLF2097921_20100130114535_trim.jpg","2010-01-30 17:50:53","JAICV107CL","SHIL","SHLF2097921","16700811","","",""
"318","U1356","A","87","R","2","A","825.410","826.920","825.410","826.920","T","6053921","318-U1356A-87R-2-A_SHLF2097951_20100130115356.jpg","6053941","318-U1356A-87R-2-A_SHLF2097951_20100130115356_trim.jpg","2010-01-30 17:56:05","JAICV107CL","SHIL","SHLF2097951","16700851","","",""
"318","U1356","A","87","R","3","A","826.920","828.070","826.920","828.070","T","6054061","318-U1356A-87R-3-A_SHLF2097981_20100130120312.jpg","6054081","318-U1356A-87R-3-A_SHLF2097981_20100130120312_trim.jpg","2010-01-30 18:11:15","JAICV107CL","SHIL","SHLF2097981","16701051","","",""
"318","U1356","A","87","R","4","A","828.070","829.570","828.070","829.570","T","6054161","318-U1356A-87R-4-A_SHLF2098011_20100130121602.jpg","6054181","318-U1356A-87R-4-A_SHLF2098011_20100130121602_trim.jpg","2010-01-30 18:21:27","JAICV107CL","SHIL","SHLF2098011","16702421","","",""
"318","U1356","A","87","R","5","A","829.570","831.070","829.570","831.070","T","6054261","318-U1356A-87R-5-A_SHLF2098041_20100130122702.jpg","6054281","318-U1356A-87R-5-A_SHLF2098041_20100130122702_trim.jpg","2010-01-30 18:31:39","JAICV107CL","SHIL","SHLF2098041","16702541","","",""
"318","U1356","A","87","R","6","A","831.070","832.260","831.070","832.260","T","6054361","318-U1356A-87R-6-A_SHLF2098071_20100130124254.jpg","6054381","318-U1356A-87R-6-A_SHLF2098071_20100130124254_trim.jpg","2010-01-30 18:51:48","JAICV107CL","SHIL","SHLF2098071","16702791","","",""
"318","U1356","A","87","R","7","A","832.260","832.900","832.260","832.900","T","6054461","318-U1356A-87R-7-A_SHLF2098101_20100130130648.jpg","6054481","318-U1356A-87R-7-A_SHLF2098101_20100130130648_trim.jpg","2010-01-30 19:08:06","JAICV107CL","SHIL","SHLF2098101","16703121","","",""
"318","U1356","A","87","R","CC","A","832.900","833.200","832.900","833.200","T","6054521","318-U1356A-87R-CC-A_SHLF2098131_20100130130906.jpg","6054541","318-U1356A-87R-CC-A_SHLF2098131_20100130130906_trim.jpg","2010-01-30 19:13:15","JAICV107CL","SHIL","SHLF2098131","16703141","","",""
"318","U1356","A","88","R","1","A","833.500","834.860","833.500","834.860","T","6054701","318-U1356A-88R-1-A_SHLF2098391_20100130134616.jpg","6054721","318-U1356A-88R-1-A_SHLF2098391_20100130134616_trim.jpg","2010-01-30 19:53:32","JAICV107CL","SHIL","SHLF2098391","16703751","","",""
"318","U1356","A","88","R","2","A","834.860","836.060","834.860","836.060","T","6054761","318-U1356A-88R-2-A_SHLF2098421_20100130135210.jpg","6054781","318-U1356A-88R-2-A_SHLF2098421_20100130135210_trim.jpg","2010-01-30 19:58:49","JAICV107CL","SHIL","SHLF2098421","16703821","","",""
"318","U1356","A","89","R","1","A","843.100","844.410","843.100","844.410","T","6054861","318-U1356A-89R-1-A_SHLF2099041_20100130140700.jpg","6054881","318-U1356A-89R-1-A_SHLF2099041_20100130140700_trim.jpg","2010-01-30 20:09:03","JAICV107CL","SHIL","SHLF2099041","16703931","","",""
"318","U1356","A","89","R","2","A","844.410","845.710","844.410","845.710","T","6055061","318-U1356A-89R-2-A_SHLF2099071_20100130141629.jpg","6055081","318-U1356A-89R-2-A_SHLF2099071_20100130141629_trim.jpg","2010-01-30 20:24:13","JAICV107CL","SHIL","SHLF2099071","16704631","","",""
"318","U1356","A","89","R","3","A","845.710","847.000","845.710","847.000","T","6055261","318-U1356A-89R-3-A_SHLF2099101_20100130143608.jpg","6055281","318-U1356A-89R-3-A_SHLF2099101_20100130143608_trim.jpg","2010-01-30 20:44:24","JAICV107CL","SHIL","SHLF2099101","16705001","","",""
"318","U1356","A","89","R","4","A","847.000","848.250","847.000","848.250","T","6055501","318-U1356A-89R-4-A_SHLF2099131_20100130145324.jpg","6055521","318-U1356A-89R-4-A_SHLF2099131_20100130145324_trim.jpg","2010-01-30 20:59:34","JAICV107CL","SHIL","SHLF2099131","16705221","","",""
"318","U1356","A","89","R","5","A","848.250","849.410","848.250","849.410","T","6055601","318-U1356A-89R-5-A_SHLF2099161_20100130150340.jpg","6055621","318-U1356A-89R-5-A_SHLF2099161_20100130150340_trim.jpg","2010-01-30 21:07:57","JAICV107CL","SHIL","SHLF2099161","16705291","","",""
"318","U1356","A","89","R","CC","A","849.410","849.680","849.410","849.680","T","6055761","318-U1356A-89R-CC-A_SHLF2099191_20100130151553.jpg","6055781","318-U1356A-89R-CC-A_SHLF2099191_20100130151553_trim.jpg","2010-01-30 21:18:02","JAICV107CL","SHIL","SHLF2099191","16705421","","",""
"318","U1356","A","90","R","CC","A","852.700","852.900","852.700","852.900","T","6058941","318-U1356A-90R-CC-A_SHLF2099531_20100130185617.jpg","6058961","318-U1356A-90R-CC-A_SHLF2099531_20100130185617_trim.jpg","2010-01-31 00:58:06","JAICV107CL","SHIL","SHLF2099531","16710321","","",""
"318","U1356","A","91","R","1","A","862.300","863.160","862.300","863.160","T","6059121","318-U1356A-91R-1-A_SHLF2099651_20100130191647.jpg","6059141","318-U1356A-91R-1-A_SHLF2099651_20100130191647_trim.jpg","2010-01-31 01:23:20","JAICV107CL","SHIL","SHLF2099651","16710731","","",""
"318","U1356","A","91","R","2","A","863.160","864.400","863.160","864.400","T","6059281","318-U1356A-91R-2-A_SHLF2099681_20100130193221.jpg","6059301","318-U1356A-91R-2-A_SHLF2099681_20100130193221_trim.jpg","2010-01-31 01:36:15","JAICV107CL","SHIL","SHLF2099681","16711611","","",""
"318","U1356","A","91","R","3","A","864.400","865.700","864.400","865.700","T","6059361","318-U1356A-91R-3-A_SHLF2099711_20100130194037.jpg","6059381","318-U1356A-91R-3-A_SHLF2099711_20100130194037_trim.jpg","2010-01-31 01:46:32","JAICV107CL","SHIL","SHLF2099711","16711701","","",""
"318","U1356","A","91","R","4","A","865.700","866.790","865.700","866.790","T","6059741","318-U1356A-91R-4-A_SHLF2099741_20100130195032.jpg","6059761","318-U1356A-91R-4-A_SHLF2099741_20100130195032_trim.jpg","2010-01-31 01:56:49","JAICV107CL","SHIL","SHLF2099741","16711911","","",""
"318","U1356","A","91","R","5","A","866.790","868.150","866.790","868.150","T","6060041","318-U1356A-91R-5-A_SHLF2099771_20100130200055.jpg","6060061","318-U1356A-91R-5-A_SHLF2099771_20100130200055_trim.jpg","2010-01-31 02:07:02","JAICV107CL","SHIL","SHLF2099771","16712081","","",""
"318","U1356","A","91","R","6","A","868.150","869.110","868.150","869.110","T","6060221","318-U1356A-91R-6-A_SHLF2099801_20100130201135.jpg","6060241","318-U1356A-91R-6-A_SHLF2099801_20100130201135_trim.jpg","2010-01-31 02:14:53","JAICV107CL","SHIL","SHLF2099801","16712191","","",""
"318","U1356","A","91","R","7","A","869.110","869.780","869.110","869.780","T","6060521","318-U1356A-91R-7-A_SHLF2099831_20100130202240.jpg","6060541","318-U1356A-91R-7-A_SHLF2099831_20100130202240_trim.jpg","2010-01-31 02:25:00","JAICV107CL","SHIL","SHLF2099831","16712351","","",""
"318","U1356","A","91","R","CC","A","869.780","870.070","869.780","870.070","T","6060641","318-U1356A-91R-CC-A_SHLF2099861_20100130202954.jpg","6060661","318-U1356A-91R-CC-A_SHLF2099861_20100130202954_trim.jpg","2010-01-31 02:31:09","JAICV107CL","SHIL","SHLF2099861","16712961","","",""
"318","U1356","A","92","R","1","A","871.900","873.060","871.900","873.060","T","6064561","318-U1356A-92R-1-A_SHLF2100181_20100130215643.jpg","6064581","318-U1356A-92R-1-A_SHLF2100181_20100130215643_trim.jpg","2010-01-31 04:01:19","JAICV107CL","SHIL","SHLF2100181","16719491","","",""
"318","U1356","A","92","R","2","A","873.060","874.020","873.060","874.020","T","6064621","318-U1356A-92R-2-A_SHLF2100211_20100130220037.jpg","6064641","318-U1356A-92R-2-A_SHLF2100211_20100130220037_trim.jpg","2010-01-31 04:02:52","JAICV107CL","SHIL","SHLF2100211","16719511","","",""
"318","U1356","A","92","R","3","A","874.020","874.770","874.020","874.770","T","6064901","318-U1356A-92R-3-A_SHLF2100241_20100130220958.jpg","6064921","318-U1356A-92R-3-A_SHLF2100241_20100130220958_trim.jpg","2010-01-31 04:13:00","JAICV107CL","SHIL","SHLF2100241","16719851","","",""
"318","U1356","A","92","R","CC","A","874.770","875.120","874.770","875.120","T","6065061","318-U1356A-92R-CC-A_SHLF2100271_20100130222226.jpg","6065081","318-U1356A-92R-CC-A_SHLF2100271_20100130222226_trim.jpg","2010-01-31 04:23:42","JAICV107CL","SHIL","SHLF2100271","16720161","","",""
"318","U1356","A","93","R","1","A","876.600","877.950","876.600","877.950","T","6065321","318-U1356A-93R-1-A_SHLF2100441_20100130224829.jpg","6065341","318-U1356A-93R-1-A_SHLF2100441_20100130224829_trim.jpg","2010-01-31 04:53:53","JAICV107CL","SHIL","SHLF2100441","16721761","","",""
"318","U1356","A","93","R","2","A","877.950","879.050","877.950","879.050","T","6065381","318-U1356A-93R-2-A_SHLF2100471_20100130225513.jpg","6065401","318-U1356A-93R-2-A_SHLF2100471_20100130225513_trim.jpg","2010-01-31 04:57:48","JAICV107CL","SHIL","SHLF2100471","16721781","","",""
"318","U1356","A","93","R","3","W","879.050","880.520","879.050","880.520","T","6065561","318-U1356A-93R-3-W_SHLF2100491_20100130230830.jpg","6065581","318-U1356A-93R-3-W_SHLF2100491_20100130230830_trim.jpg","2010-01-31 05:13:00","JAICV107CL","SHIL","SHLF2100491","16722281","","",""
"318","U1356","A","93","R","3","A","879.050","880.520","879.050","880.520","T","6074261","318-U1356A-93R-3-A_SHLF2100501_20100131093939.jpg","6074281","318-U1356A-93R-3-A_SHLF2100501_20100131093939_trim.jpg","2010-01-31 15:43:49","JAICV107CL","SHIL","SHLF2100501","16739871","","",""
"318","U1356","A","93","R","CC","A","880.520","880.740","880.520","880.740","T","6065701","318-U1356A-93R-CC-A_SHLF2100531_20100130231358.jpg","6065721","318-U1356A-93R-CC-A_SHLF2100531_20100130231358_trim.jpg","2010-01-31 05:17:31","JAICV107CL","SHIL","SHLF2100531","16722491","","",""
"318","U1356","A","94","R","1","A","881.400","882.880","881.400","882.880","T","6070021","318-U1356A-94R-1-A_SHLF2100671_20100131035146.jpg","6070041","318-U1356A-94R-1-A_SHLF2100671_20100131035146_trim.jpg","2010-01-31 09:57:50","JAICV107CL","SHIL","SHLF2100671","16728241","","",""
"318","U1356","A","94","R","2","A","882.880","884.310","882.880","884.310","T","6070121","318-U1356A-94R-2-A_SHLF2100701_20100131040418.jpg","6070141","318-U1356A-94R-2-A_SHLF2100701_20100131040418_trim.jpg","2010-01-31 10:13:04","JAICV107CL","SHIL","SHLF2100701","16728511","","",""
"318","U1356","A","94","R","3","A","884.310","885.630","884.310","885.630","T","6070201","318-U1356A-94R-3-A_SHLF2100731_20100131041703.jpg","6070221","318-U1356A-94R-3-A_SHLF2100731_20100131041703_trim.jpg","2010-01-31 10:23:18","JAICV107CL","SHIL","SHLF2100731","16728771","","",""
"318","U1356","A","94","R","4","A","885.630","886.760","885.630","886.760","T","6070341","318-U1356A-94R-4-A_SHLF2100761_20100131042229.jpg","6070361","318-U1356A-94R-4-A_SHLF2100761_20100131042229_trim.jpg","2010-01-31 10:28:30","JAICV107CL","SHIL","SHLF2100761","16728931","","",""
"318","U1356","A","94","R","CC","A","886.760","886.940","886.760","886.940","T","6070481","318-U1356A-94R-CC-A_SHLF2100791_20100131043405.jpg","6070501","318-U1356A-94R-CC-A_SHLF2100791_20100131043405_trim.jpg","2010-01-31 10:38:34","JAICV107CL","SHIL","SHLF2100791","16729091","","",""
"318","U1356","A","95","R","1","A","891.000","892.480","891.000","892.480","T","6074601","318-U1356A-95R-1-A_SHLF2101031_20100131104914.jpg","6074621","318-U1356A-95R-1-A_SHLF2101031_20100131104914_trim.jpg","2010-01-31 16:53:40","JAICV107CL","SHIL","SHLF2101031","16740711","","",""
"318","U1356","A","95","R","2","A","892.480","893.860","892.480","893.860","T","6074881","318-U1356A-95R-2-A_SHLF2101061_20100131105633.jpg","6074901","318-U1356A-95R-2-A_SHLF2101061_20100131105633_trim.jpg","2010-01-31 17:03:56","JAICV107CL","SHIL","SHLF2101061","16741521","","",""
"318","U1356","A","95","R","3","A","893.860","894.950","893.860","894.950","T","6074961","318-U1356A-95R-3-A_SHLF2101091_20100131110922.jpg","6074981","318-U1356A-95R-3-A_SHLF2101091_20100131110922_trim.jpg","2010-01-31 17:14:08","JAICV107CL","SHIL","SHLF2101091","16741801","","",""
"318","U1356","A","95","R","4","A","894.950","895.500","894.950","895.500","T","6075081","318-U1356A-95R-4-A_SHLF2101121_20100131112132.jpg","6075101","318-U1356A-95R-4-A_SHLF2101121_20100131112132_trim.jpg","2010-01-31 17:24:15","JAICV107CL","SHIL","SHLF2101121","16741991","","",""
"318","U1356","A","95","R","CC","A","895.500","895.720","895.500","895.720","T","6075241","318-U1356A-95R-CC-A_SHLF2101151_20100131113232.jpg","6075261","318-U1356A-95R-CC-A_SHLF2101151_20100131113232_trim.jpg","2010-01-31 17:39:21","JAICV107CL","SHIL","SHLF2101151","16742151","","",""
"318","U1356","A","96","R","CC","A","900.600","901.000","900.600","901.000","T","6075461","318-U1356A-96R-CC-A_SHLF2101271_20100131121902.jpg","6075481","318-U1356A-96R-CC-A_SHLF2101271_20100131121902_trim.jpg","2010-01-31 18:24:28","JAICV107CL","SHIL","SHLF2101271","16743111","","",""
"318","U1356","A","97","R","1","A","910.200","911.530","910.200","911.530","T","6075561","318-U1356A-97R-1-A_SHLF2101721_20100131123016.jpg","6075581","318-U1356A-97R-1-A_SHLF2101721_20100131123016_trim.jpg","2010-01-31 18:34:42","JAICV107CL","SHIL","SHLF2101721","16743261","","",""
"318","U1356","A","97","R","CC","A","911.530","911.730","911.530","911.730","T","6075621","318-U1356A-97R-CC-A_SHLF2101751_20100131123608.jpg","6075641","318-U1356A-97R-CC-A_SHLF2101751_20100131123608_trim.jpg","2010-01-31 18:39:48","JAICV107CL","SHIL","SHLF2101751","16743331","","",""
"318","U1356","A","98","R","1","A","919.800","920.950","919.800","920.950","T","6076121","318-U1356A-98R-1-A_SHLF2101891_20100131132352.jpg","6076141","318-U1356A-98R-1-A_SHLF2101891_20100131132352_trim.jpg","2010-01-31 19:25:39","JAICV107CL","SHIL","SHLF2101891","16744981","","",""
"318","U1356","A","98","R","2","A","920.950","922.240","920.950","922.240","T","6076201","318-U1356A-98R-2-A_SHLF2101921_20100131132903.jpg","6076221","318-U1356A-98R-2-A_SHLF2101921_20100131132903_trim.jpg","2010-01-31 19:30:40","JAICV107CL","SHIL","SHLF2101921","16745741","","",""
"318","U1356","A","98","R","3","A","922.240","923.730","922.240","923.730","T","6076361","318-U1356A-98R-3-A_SHLF2101951_20100131134256.jpg","6076381","318-U1356A-98R-3-A_SHLF2101951_20100131134256_trim.jpg","2010-01-31 19:44:47","JAICV107CL","SHIL","SHLF2101951","16746191","","",""
"318","U1356","A","98","R","4","A","923.730","924.380","923.730","924.380","T","6076601","318-U1356A-98R-4-A_SHLF2101981_20100131135102.jpg","6076621","318-U1356A-98R-4-A_SHLF2101981_20100131135102_trim.jpg","2010-01-31 19:54:55","JAICV107CL","SHIL","SHLF2101981","16746481","","",""
"318","U1356","A","98","R","5","A","924.380","925.320","924.380","925.320","T","6076721","318-U1356A-98R-5-A_SHLF2102011_20100131140423.jpg","6076741","318-U1356A-98R-5-A_SHLF2102011_20100131140423_trim.jpg","2010-01-31 20:10:06","JAICV107CL","SHIL","SHLF2102011","16746741","","",""
"318","U1356","A","98","R","CC","A","925.320","925.550","925.320","925.550","T","6076801","318-U1356A-98R-CC-A_SHLF2102041_20100131141110.jpg","6076821","318-U1356A-98R-CC-A_SHLF2102041_20100131141110_trim.jpg","2010-01-31 20:15:10","JAICV107CL","SHIL","SHLF2102041","16746821","","",""
"318","U1356","A","99","R","1","A","929.400","930.880","929.400","930.880","T","6077001","318-U1356A-99R-1-A_SHLF2102461_20100131145703.jpg","6077021","318-U1356A-99R-1-A_SHLF2102461_20100131145703_trim.jpg","2010-01-31 21:00:22","JAICV107CL","SHIL","SHLF2102461","16747811","","",""
"318","U1356","A","99","R","2","A","930.880","932.080","930.880","932.080","T","6077121","318-U1356A-99R-2-A_SHLF2102491_20100131150119.jpg","6077141","318-U1356A-99R-2-A_SHLF2102491_20100131150119_trim.jpg","2010-01-31 21:05:33","JAICV107CL","SHIL","SHLF2102491","16747901","","",""
"318","U1356","A","99","R","3","A","932.080","933.180","932.080","933.180","T","6077261","318-U1356A-99R-3-A_SHLF2102521_20100131151419.jpg","6077281","318-U1356A-99R-3-A_SHLF2102521_20100131151419_trim.jpg","2010-01-31 21:16:06","JAICV107CL","SHIL","SHLF2102521","16748171","","",""
"318","U1356","A","99","R","CC","A","933.180","933.520","933.180","933.520","T","6077441","318-U1356A-99R-CC-A_SHLF2102551_20100131152328.jpg","6077461","318-U1356A-99R-CC-A_SHLF2102551_20100131152328_trim.jpg","2010-01-31 21:26:12","JAICV107CL","SHIL","SHLF2102551","16748381","","",""
"318","U1356","A","100","R","1","A","939.100","940.160","939.100","940.160","T","6077801","318-U1356A-100R-1-A_SHLF2102861_20100131164934.jpg","6077821","318-U1356A-100R-1-A_SHLF2102861_20100131164934_trim.jpg","2010-01-31 22:52:48","JAICV107CL","SHIL","SHLF2102861","16750971","","",""
"318","U1356","A","100","R","CC","A","940.160","940.420","940.160","940.430","T","6077901","318-U1356A-100R-CC-A_SHLF2102891_20100131165351.jpg","6077921","318-U1356A-100R-CC-A_SHLF2102891_20100131165351_trim.jpg","2010-01-31 22:57:53","JAICV107CL","SHIL","SHLF2102891","16751001","","",""
"318","U1356","A","101","R","1","A","948.800","950.300","948.800","950.300","T","6078041","318-U1356A-101R-1-A_SHLF2103361_20100131170708.jpg","6078061","318-U1356A-101R-1-A_SHLF2103361_20100131170708_trim.jpg","2010-01-31 23:13:05","JAICV107CL","SHIL","SHLF2103361","16751471","","",""
"318","U1356","A","101","R","2","A","950.300","951.650","950.300","951.650","T","6078121","318-U1356A-101R-2-A_SHLF2103391_20100131171430.jpg","6078141","318-U1356A-101R-2-A_SHLF2103391_20100131171430_trim.jpg","2010-01-31 23:18:16","JAICV107CL","SHIL","SHLF2103391","16752261","","",""
"318","U1356","A","101","R","CC","A","951.650","951.970","951.650","951.970","T","6078201","318-U1356A-101R-CC-A_SHLF2103421_20100131172259.jpg","6078221","318-U1356A-101R-CC-A_SHLF2103421_20100131172259_trim.jpg","2010-01-31 23:25:31","JAICV107CL","SHIL","SHLF2103421","16752501","","",""
"318","U1356","A","102","R","1","A","958.400","959.150","958.400","959.150","T","6078441","318-U1356A-102R-1-A_SHLF2103901_20100131174509.jpg","6078461","318-U1356A-102R-1-A_SHLF2103901_20100131174509_trim.jpg","2010-01-31 23:50:40","JAICV107CL","SHIL","SHLF2103901","16753031","","",""
"318","U1356","A","103","R","1","A","968.000","969.500","968.000","969.500","T","6079181","318-U1356A-103R-1-A_SHLF2104181_20100131200830.jpg","6079201","318-U1356A-103R-1-A_SHLF2104181_20100131200830_trim.jpg","2010-02-01 02:10:52","JAICV107CL","SHIL","SHLF2104181","16754941","","",""
"318","U1356","A","103","R","2","A","969.500","971.000","969.500","971.000","T","6079261","318-U1356A-103R-2-A_SHLF2104211_20100131201500.jpg","6079281","318-U1356A-103R-2-A_SHLF2104211_20100131201500_trim.jpg","2010-02-01 02:17:36","JAICV107CL","SHIL","SHLF2104211","16755031","","",""
"318","U1356","A","103","R","3","A","971.000","972.500","971.000","972.500","T","6079621","318-U1356A-103R-3-A_SHLF2104241_20100131203229.jpg","6079641","318-U1356A-103R-3-A_SHLF2104241_20100131203229_trim.jpg","2010-02-01 02:37:48","JAICV107CL","SHIL","SHLF2104241","16755531","","",""
"318","U1356","A","103","R","4","A","972.500","973.800","972.500","973.800","T","6079801","318-U1356A-103R-4-A_SHLF2104271_20100131204543.jpg","6079821","318-U1356A-103R-4-A_SHLF2104271_20100131204543_trim.jpg","2010-02-01 02:48:09","JAICV107CL","SHIL","SHLF2104271","16756191","","",""
"318","U1356","A","104","R","1","A","977.600","979.060","977.600","979.060","T","6080521","318-U1356A-104R-1-A_SHLF2104611_20100131225833.jpg","6080541","318-U1356A-104R-1-A_SHLF2104611_20100131225833_trim.jpg","2010-02-01 05:03:21","JAICV107CL","SHIL","SHLF2104611","16758741","","",""
